REGION,DISTRICT,SUBDIS,GHS_SUBDIS,LOCALITY,FACILITY,GHS_FACILITY,TYPE,OWNERSHIP,LATITUDE,LONGITUDE,Area,Region_202,Region_201,Code,Anemia
Western,Stma-Takoradi Sub Metro,Kokompe,,Takoradi,Nagel Memorial Adventist Hospital,,,,4.901589,-1.766541,13842,Western,Western,"01",45.9
Western,Wassa Amenfi Central,Agona Amenfi,Asankran-Saa,Dominase Nkwanta,Nana  Kyemere Kokoankra Ii,Nana Gyamfi Amoonu Maternity Home,Maternity Home,Private,5.975207,-2.292747,13842,Western,Western,"01",45.9
Western,Wassa Amenfi East,Bawdie,Asankran-Saa,Gruimsa,Nana Aduamponkyem Ii,Nana Gyamfi Amoonu Maternity Home,Maternity Home,Private,5.741084,-2.073787,13842,Western,Western,"01",45.9
Western,Prestea Huni Valley,Bogoso,,Bogoso,Nana Amankrah,,,,5.568787,-2.014315,13842,Western,Western,"01",45.9
Western,Tarkwa Nsuaem,Nsuta (Western),,Tarkwa,Nana Andoh,,,,5.293874,-2.002319,13842,Western,Western,"01",45.9
Western,Ahanta West Municipal,Dixcove,Dixcove,Chavilin,Nana Arele Anyu,Nana Hima Dekyi Hospital,Municipal Hospital,Government,4.802478,-2.005297,13842,Western,Western,"01",45.9
Western,Wassa Amenfi Central,Manso Amenfi,Asankran-Saa,Aku Nkwanta Krom,Nana Boateng,Nana Gyamfi Amoonu Maternity Home,Maternity Home,Private,5.586956,-2.281677,13842,Western,Western,"01",45.9
Western,Ahanta West Municipal,Dixcove,Dixcove,Dixcove (Lower),Nana Hima Dekyi Hospital,Nana Hima Dekyi Hospital,Municipal Hospital,Government,4.798107,-1.949521,13842,Western,Western,"01",45.9
Western,Wassa Amenfi East,Mampong (WAE),Asankran-Saa,Adwumako,"Nana Yaa Badu,S House ( Chp Compound)",Nana Gyamfi Amoonu Maternity Home,Maternity Home,Private,6.009099,-2.174205,13842,Western,Western,"01",45.9
Western,Wassa Amenfi East,Nananko,Nananko,Nananko,Nananko Chip Compound,Nananko CHPS,Community Health Planning Services (CHPS) Compound,Government,5.896362,-1.954794,13842,Western,Western,"01",45.9
Western,Wassa Amenfi East,Akropong (WAE),Afransie,Wassa Akropong,National Ambulance Service Wassa Akropong,Wassa Dikoto CHPS,Community Health Planning Services (CHPS) Compound,Government,5.782873,-2.085142,13842,Western,Western,"01",45.9
Western,Stma-Sekondi,Sekondi,Takoradi,Adiembra,New Adiembra Chps Block 1,New Takoradi Health Center,Health Centre,Government,4.939641,-1.735838,13842,Western,Western,"01",45.9
Western,Stma-Sekondi,Sekondi,Takoradi,Adiembra,New Adiembra Chps Block 2,New Takoradi Health Center,Health Centre,Government,4.939771,-1.735836,13842,Western,Western,"01",45.9
Western,Tarkwa Nsuaem,Nsuta (Western),,Tamso,New Age Medical Centre,,,,5.273301,-2.002688,13842,Western,Western,"01",45.9
Western,Tarkwa Nsuaem,New Atuabo,,Tarkwa New Atoabo,New Atuabo Community Clinic,,,,5.32278,-1.976588,13842,Western,Western,"01",45.9
Western,Tarkwa Nsuaem,New Atuabo,,Tarkwa New Atoabo,New Atuabo Health Centre Quarters,,,,5.322836,-1.976465,13842,Western,Western,"01",45.9
Western,Ellembelle,Nkroful,,Anwia,New Clinic,,,,4.99318,-2.327423,13842,Western,Western,"01",45.9
Western,Effia-Kwesimintsim,Kwesimintim,Anaji,West Tanokrom,New Crystal Hospital,New Crystal Hospital,Hospital,Private,4.922837,-1.772286,13842,Western,Western,"01",45.9
Western,Stma-Sekondi,Sekondi,Takoradi,Kweikuma,New Look Vision Ltd,New Takoradi Health Center,Health Centre,Government,4.92888,-1.734094,13842,Western,Western,"01",45.9
Western,Wassa Amenfi East,Nananko,Nananko,New Somanya,New Somanya Chps,New Somanya CHPS,Community Health Planning Services (CHPS) Compound,Government,5.84225,-1.886044,13842,Western,Western,"01",45.9
Western,Stma-Takoradi Sub Metro,Sekondi,,New Takoradi,New Takoradi Health Center,,,,4.903614,-1.748587,13842,Western,Western,"01",45.9
Western,Jomoro,Newtown,Newtown,Avolenu(Newtown),New Town Health Centre,New Town Health Centre,Health Centre,Government,5.092254,-3.091893,13842,Western,Western,"01",45.9
Western,Wassa East,Ateiku,,Brofoyedru,Newly Constructed Chips Compound,,,,5.503188,-1.656051,13842,Western,Western,"01",45.9
Western,Wassa Amenfi West,Gravel Yard,,Nope Krom,Newtown Chips Compound,,,,5.435589,-2.565372,13842,Western,Western,"01",45.9
Western,Ellembelle,Eikwe,,Ngalekyi,Ngalekyi Chps,,,,4.96965,-2.497263,13842,Western,Western,"01",45.9
Western,Effia-Kwesimintsim,Kwesimintim,,Anaji Estate,Nhyirakesi Wellness Centre,,,,4.937669,-1.776692,13842,Western,Western,"01",45.9
Western,Wassa Amenfi West,Gravel Yard,,Awrabo,Nicolas Kese,,,,5.390181,-2.542731,13842,Western,Western,"01",45.9
Western,Stma-Essikado Ketan,Kojokrom (Sekondi-Takoradi),,Kojokrom (Mpentsen Siriw),Nkecsiakrom  Chips Compound,,,,4.971566,-1.722207,13842,Western,Western,"01",45.9
Western,Ellembelle,Nkroful,Nkroful,Nkroful,Nkroful Health Centre,Nkroful Health Centre,Health Centre,Government,4.960415,-2.325967,13842,Western,Western,"01",45.9
Western,Mpohor,Mpohor,Adum Banso,Camp 3(Asraku),Norpalm Ghana Ltd,BOPP Ltd Clinic,Clinic,Private,4.928326,-1.897043,13842,Western,Western,"01",45.9
Western,Wassa East,Ateiku,Ateiku,Nsadweso,Nsadwenso Chips Compound,Nsadweso CHPS,Community Health Planning Services (CHPS) Compound,Government,5.454809,-1.716767,13842,Western,Western,"01",45.9
Western,Nzema East,Axim-Nsein,Atobiase,Nsein,Nsein Community Health Centre,Akutuase Community Clinic,Clinic,Government,4.88409,-2.217321,13842,Western,Western,"01",45.9
Western,Tarkwa Nsuaem,Nsuaem (Western),,Nsuaem,Nsuaem Health Centre,,,,5.00338,-2.028618,13842,Western,Western,"01",45.9
Western,Prestea Huni Valley,Prestea,Bondaye,Nsuta,Nsuta  Clinic,Nsuta Mbease CHPS,Community Health Planning Services (CHPS) Compound,Government,5.361131,-2.194507,13842,Western,Western,"01",45.9
Western,Jomoro,Tikobo No1,Samaenye,Ohiamadwen,Nuba Chps Zone,Nuba CHPS,Community Health Planning Services (CHPS) Compound,Government,5.086287,-2.636496,13842,Western,Western,"01",45.9
Western,Jomoro,Samaenye,Samaenye,Nvellenu-Bawia,Nvellenu Chip Compound,Nvellenu CHPS,Community Health Planning Services (CHPS) Compound,Government,5.074627,-2.539069,13842,Western,Western,"01",45.9
Western,Wassa Amenfi East,Oppon Valley,Oppon Valley,Nyamebekyere,Nyamebekyere Chips Compound,Nyamebekyere CHPS,Community Health Planning Services (CHPS) Compound,Government,5.636229,-1.951356,13842,Western,Western,"01",45.9
Western,Ahanta West Municipal,Princess,Bisaaso,Anyaano(32),Nyamebekyere Chps Compound,Nyamebekyere CHPS,Community Health Planning Services (CHPS) Compound,Government,4.901366,-2.091486,13842,Western,Western,"01",45.9
Western,Ellembelle,Aiyinase,Aiyinase,Nyamebekyere,Nyamebekyere Cphs Compound,Nyamebekyere CHPS,Community Health Planning Services (CHPS) Compound,Government,5.128382,-2.477027,13842,Western,Western,"01",45.9
Western,Tarkwa Nsuaem,Nsuaem (Western),,Nyanso,Nyanso Chips Compound,,,,4.985331,-2.091383,13842,Western,Western,"01",45.9
Western,Wassa Amenfi Central,Anakum,,Obing,Obing Chps Compound,,,,5.65916,-2.33591,13842,Western,Western,"01",45.9
Western,Mpohor,Adum Banso,Adum Banso,Obrayebona,Obrayebona Chp Compound,Obrayebona CHPS,Community Health Planning Services (CHPS) Compound,Government,5.004076,-1.877044,13842,Western,Western,"01",45.9
Western,Wassa Amenfi West,Asankran Breman,Asankran Breman,Asankran Oda-Kotoamso,Oda Kotoamso Chp Compound,Odakotoamso CHPS,Community Health Planning Services (CHPS) Compound,Government,5.880573,-2.467085,13842,Western,Western,"01",45.9
Western,Wassa Amenfi West,Bisaaso,,Ohia Mpe Anika Krom,Ohia Mpe Anika Krom'S Clinic,,,,5.466768,-2.576583,13842,Western,Western,"01",45.9
Western,Shama,Shama,Shama,Annto,Old Anto Chips Compound,Anto CHPS,Community Health Planning Services (CHPS) Compound,Government,5.079028,-1.65834,13842,Western,Western,"01",45.9
Western,Wassa East,Ateiku,Ateiku,Brofoyedru,Old Brofoyedur Chips Compound,Brofoyedru (Ateiku) CHPS,Community Health Planning Services (CHPS) Compound,Government,5.503738,-1.655899,13842,Western,Western,"01",45.9
Western,Wassa East,Sekyere Krobo,,Essamang,Old Chip Compound,,,,5.354629,-1.676145,13842,Western,Western,"01",45.9
Western,Effia-Kwesimintsim,Anaji,,Assakai,Old Chps Compound,,,,4.931811,-1.797479,13842,Western,Western,"01",45.9
Western,Wassa Amenfi West,Asankran-Saa,,Nkwantanum,Old Chps Compound,,,,5.822794,-2.331792,13842,Western,Western,"01",45.9
Western,Jomoro,Half Assini,Half Assini,Old Edubo,Old Edobo Chips Compound,Old Edobo CHPS,Community Health Planning Services (CHPS) Compound,Government,5.040864,-2.828924,13842,Western,Western,"01",45.9
Western,Wassa Amenfi East,Afransie,Asankran-Saa,Wantram,Olivia Gyamfi,Nana Gyamfi Amoonu Maternity Home,Maternity Home,Private,5.858291,-2.107513,13842,Western,Western,"01",45.9
Western,Stma-Sekondi,Sekondi,,Effia Nkwanta,Olivia Kwofie,,,,4.923265,-1.744784,13842,Western,Western,"01",45.9
Western,Wassa Amenfi East,Oppon Valley,Oppon Valley,Opon Valley,Oppon Valley Health Centre,Oppon Valley Health Centre,Health Centre,Government,5.697025,-1.843525,13842,Western,Western,"01",45.9
Western,Ellembelle,Ampain,Esiama,Bakanta (Old Town),Osegyefo Memorial Clinic,Alhaji Nuhu Memorial Clinic,Community Health Planning Services (CHPS) Compound,Government,4.966182,-2.413474,13842,Western,Western,"01",45.9
Western,Effia-Kwesimintsim,Kwesimintim,,Anaji Estate,Our Lady Of Faith Mch/Rh/Fp Clinic,,,,4.928527,-1.769907,13842,Western,Western,"01",45.9
Western,Jomoro,Tikobo No1,Tikobo No1,Bonyere,Our Lady Of Fatima Clinic,Our Lady Of Fatima Clinic,Clinic,Private,5.022832,-2.727132,13842,Western,Western,"01",45.9
Western,Stma-Essikado Ketan,Diabene,,Fijai,Our Ladys Clinic,,,,4.944314,-1.750149,13842,Western,Western,"01",45.9
Western,Wassa East,Atobiase,,Wassa Domama,Paa Kwesi  Turkson,,,,5.36955,-1.571141,13842,Western,Western,"01",45.9
Western,Wassa Amenfi West,Wassa Dunkwa,Wassa Dunkwa,Pantoonso(Gyomuro Ferry),Pantuso Chip Compound,Pantooso CHPS,Community Health Planning Services (CHPS) Compound,Government,5.77021,-2.569201,13842,Western,Western,"01",45.9
Western,Effia-Kwesimintsim,Kwesimintim,,West Tanokrom,Papa K,,,,4.914838,-1.778421,13842,Western,Western,"01",45.9
Western,Tarkwa Nsuaem,Benso,,Anloga,Pataho Chip Compound,,,,5.15825,-1.977713,13842,Western,Western,"01",45.9
Western,Ahanta West Municipal,Apowa,,Yebikrom(Akyernyin Nkwanta),Paul Kwesi Biney,,,,4.88963,-1.848959,13842,Western,Western,"01",45.9
Western,Stma-Takoradi Sub Metro,Kokompe,,Takoradi,Pc Herbal Clinic (Mad. Patience),,,,4.896343,-1.767426,13842,Western,Western,"01",45.9
Western,Tarkwa Nsuaem,Tarkwa,,Tarkwa,Pentecost Hospital Tarkwa,,,,5.308109,-1.994195,13842,Western,Western,"01",45.9
Western,Ahanta West Municipal,Agona (Ahanta West),Agona,Fasin,Phasin Clinic,Fasin CHPS,Community Health Planning Services (CHPS) Compound,Government,4.926959,-1.943096,13842,Western,Western,"01",45.9
Western,Wassa Amenfi West,Samreboi,,Samreboi,Philip Acqua,,,,5.616709,-2.560133,13842,Western,Western,"01",45.9
Western,Wassa Amenfi East,Agona Amenfi,,Asrewade,Philomina Nsiah,,,,5.844214,-2.20318,13842,Western,Western,"01",45.9
Western,Prestea Huni Valley,Huni Valley,Huni Valley,Pieso,Pieso Chp Compound,Bompieso Health Centre,Health Centre,Government,5.431356,-1.837544,13842,Western,Western,"01",45.9
Western,Stma-Sekondi,Sekondi,Sekondi,Sekondi,Police Clinic,Sekondi Police Clinic,Clinic,Quasi-Government,4.936539,-1.715335,13842,Western,Western,"01",45.9
Western,Jomoro,Elubo,,Mangoase(Chop Bar),Poly Clinic,,,,5.246744,-2.735018,13842,Western,Western,"01",45.9
Western,Tarkwa Nsuaem,Nsuaem (Western),,Nsuaem,Polyclinic,,,,5.003029,-2.029765,13842,Western,Western,"01",45.9
Western,Effia-Kwesimintsim,Kwesimintim,,Anaji Estate,Power Herbal Hospital,,,,4.935479,-1.779979,13842,Western,Western,"01",45.9
Western,Wassa Amenfi East,Saa,Saa,Powuako,Powuako Clinic,Pewuako CHPS,Community Health Planning Services (CHPS) Compound,Government,5.974668,-1.972459,13842,Western,Western,"01",45.9
Western,Tarkwa Nsuaem,Nsuta (Western),,Akyempim,Premier Hosipital,,,,5.24603,-2.004281,13842,Western,Western,"01",45.9
Western,Wassa Amenfi West,Samreboi,Samreboi,Kwasi Larbi,Presbyterian  Health Services  Ohiamatuo,Ohiamatuo Clinic,Clinic,Government,5.614547,-2.457211,13842,Western,Western,"01",45.9
Western,Prestea Huni Valley,Prestea,Prestea,Prestea,Prestea Chip Compound  Clinic Opposite Quantum Filling Station,Prestea CHPS,Community Health Planning Services (CHPS) Compound,Government,5.43791,-2.143988,13842,Western,Western,"01",45.9
Western,Prestea Huni Valley,Prestea,Prestea,Prestea,Prestea Government Hospital,Prestea CHPS,Community Health Planning Services (CHPS) Compound,Government,5.428655,-2.135412,13842,Western,Western,"01",45.9
Western,Nzema East,Gwira Banso,,Asunti,Primary School,,,,5.124466,-2.285844,13842,Western,Western,"01",45.9
Western,Stma-Takoradi Sub Metro,Kokompe,,Takoradi,Prince Of Wales,,,,4.899769,-1.764382,13842,Western,Western,"01",45.9
Western,Wassa Amenfi East,Bawdie,Afransie,Dompim Bawdie,Prince Stephen Adom Attakorah,Adom (Wassa Amenfi East) Clinic,Clinic,Private,5.637259,-2.098293,13842,Western,Western,"01",45.9
Western,Ahanta West Municipal,Princess,Princess,Princess Town,Princess Health Centre,Princess Health Centre,Health Centre,Government,4.796199,-2.133483,13842,Western,Western,"01",45.9
Western,Wassa East,Daboase,,Daboase,Psg Clinic,,,,5.139074,-1.663133,13842,Western,Western,"01",45.9
Western,Effia-Kwesimintsim,Kwesimintim,,Kwesimintsim,Pure Health Centre,,,,4.924549,-1.792426,13842,Western,Western,"01",45.9
Western,Tarkwa Nsuaem,Nsuta (Western),,Tarkwa Brenu Akyem,Quest International,,,,5.294456,-1.980941,13842,Western,Western,"01",45.9
Western,Stma-Takoradi Sub Metro,Kokompe,,Airport Ridge,Qui Wal Hospital,,,,4.904697,-1.777142,13842,Western,Western,"01",45.9
Western,Stma-Takoradi Sub Metro,Kokompe,,Takoradi,Rabbito Clinic,,,,4.897636,-1.763846,13842,Western,Western,"01",45.9
Western,Tarkwa Nsuaem,Tarkwa,,Tarkwa,Rabboni Christian Hospital,,,,5.305639,-1.992932,13842,Western,Western,"01",45.9
Western,Nzema East,Gwira Banso,,Asunti,Raymond Wemega,,,,5.124409,-2.285212,13842,Western,Western,"01",45.9
Western,Tarkwa Nsuaem,Nsuta (Western),,Efuanta,Redeemer Clinic,,,,5.284225,-2.005651,13842,Western,Western,"01",45.9
Western,Tarkwa Nsuaem,New Atuabo,,Tarkwa Kwabedu,Redeemer Hospital,,,,5.31888,-1.987061,13842,Western,Western,"01",45.9
Western,Shama,Aboadze Abuesi,,Abuesi,Regent Medical Centre,,,,4.982394,-1.639912,13842,Western,Western,"01",45.9
Western,Stma-Kwesimintim,Sekondi,,Effia,Regional Fire Service Clinic,,,,4.930034,-1.747903,13842,Western,Western,"01",45.9
Western,Mpohor,Manso (Mpohor),,Manso,Reproductive And Child Health,,,,5.079903,-1.833097,13842,Western,Western,"01",45.9
Western,Stma-Sekondi,Sekondi,,Kweikuma,Rhodaline Okai,,,,4.937067,-1.740808,13842,Western,Western,"01",45.9
Western,Effia-Kwesimintsim,Kwesimintim,,Anaji,Richard Adjololo,,,,4.940814,-1.772259,13842,Western,Western,"01",45.9
Western,Prestea Huni Valley,Bogoso,Himan,Bogoso,Richard Broni,Broni- Nkwanta CHPS,Community Health Planning Services (CHPS) Compound,Government,5.569853,-2.017871,13842,Western,Western,"01",45.9
Western,Wassa Amenfi East,Akropong (WAE),,Wassa Akropong,Richard Kwaku Gavo,,,,5.775318,-2.098724,13842,Western,Western,"01",45.9
Western,Stma-Sekondi,Sekondi,Takoradi,Effia Nkwanta,Rose Adiyira Diabetes Support,Port Health Clinic,Clinic,Quasi-Government,4.923238,-1.744816,13842,Western,Western,"01",45.9
Western,Wassa East,Ateiku,,Wora Kese (Akura Kese),Rubber Estate Clinic,,,,5.519027,-1.758198,13842,Western,Western,"01",45.9
Western,Wassa Amenfi East,Saa,Bisaaso,Wassa Saa,Saa Health Centre,Bisaaso Health Centre,Health Centre,Government,5.919394,-2.015451,13842,Western,Western,"01",45.9
Western,Wassa Amenfi East,Afransie,Saa,Samang,Saamang Community  Clinic,Saa Health Centre,Health Centre,Government,5.813587,-2.127655,13842,Western,Western,"01",45.9
Western,Effia-Kwesimintsim,Kwesimintim,Kwesimintim,Kwesimintsim Zongo,Sabon Zongo Chps Compund,Sofo Zongo CHPS,Community Health Planning Services (CHPS) Compound,Government,4.918175,-1.785219,13842,Western,Western,"01",45.9
Western,Ellembelle,Aiyinase,,Anyinase,Safo Henne Gyane,,,,5.041227,-2.464434,13842,Western,Western,"01",45.9
Western,Stma-Takoradi Sub Metro,Kokompe,,Airport Ridge,Sahara Herbal Clinic,,,,4.903081,-1.783097,13842,Western,Western,"01",45.9
Western,Effia-Kwesimintsim,Kwesimintim,,East Tanokrom,Sahebu Issa,,,,4.912137,-1.765987,13842,Western,Western,"01",45.9
Western,Tarkwa Nsuaem,Nsuaem (Western),,Kedadwen,Saint Destiny Clinic,,,,5.02374,-2.085739,13842,Western,Western,"01",45.9
Western,Effia-Kwesimintsim,Kwesimintim,,Windy Ridge,Saint Hailar Clinic,,,,4.908616,-1.765072,13842,Western,Western,"01",45.9
Western,Jomoro,Elubo,,Elubo,Saint Matthew Clinic,,,,5.290445,-2.774313,13842,Western,Western,"01",45.9
Western,Shama,Graveldo,,Nkwantakese,Saints Edwards Hospital,,,,5.0167,-1.650833,13842,Western,Western,"01",45.9
Western,Ellembelle,Nkroful,Nkroful,Salman,Salma Health Centre,Salma Health Centre,Health Centre,Government,4.99879,-2.222623,13842,Western,Western,"01",45.9
Western,Wassa Amenfi West,Samreboi,Samreboi,Samreboi,Samartex Hospital,Samartex Hospital,Hospital,Quasi-Government,5.615384,-2.56413,13842,Western,Western,"01",45.9
Western,Jomoro,Samaenye,Samaenye,Samenye,Samenye Health Centre,Samenye Health Centre,Health Centre,Government,5.081149,-2.557955,13842,Western,Western,"01",45.9
Western,Ellembelle,Aiyinase,,Anyinase,Sammy,,,,5.043943,-2.464694,13842,Western,Western,"01",45.9
Western,Stma-Sekondi,Sekondi,,Nkontompo,Samuel Amoo,,,,4.921944,-1.744807,13842,Western,Western,"01",45.9
Western,Jomoro,Elubo,,Elubo,Samuel Koffie Semaley,,,,5.291876,-2.772748,13842,Western,Western,"01",45.9
Western,Ellembelle,New Aiyinase,Esiama,Naaba Krom \ Yaw Kusasi,Santaso Community Chips Compound,Asanta CHPS,Community Health Planning Services (CHPS) Compound,Government,5.259097,-2.428976,13842,Western,Western,"01",45.9
Western,Effia-Kwesimintsim,Apremdo,,Apremdo,Schlumberger,,,,4.905636,-1.801235,13842,Western,Western,"01",45.9
Western,Prestea Huni Valley,Asikuma-(PHV),,Wassa Nkran,SDA Health Centre,,,,5.324215,-1.813994,13842,Western,Western,"01",45.9
Western,Wassa Amenfi West,Bisaaso,,Mumuni Camp,Seidu Haruna'S House,,,,5.48642,-2.466903,13842,Western,Western,"01",45.9
Western,Stma-Sekondi,Sekondi,Sekondi,Sekondi,Sekondi Health  Centre,Old Sekondi Hospital (Clinic),Clinic,Government,4.938446,-1.714196,13842,Western,Western,"01",45.9
Western,Wassa East,Daboase,Daboase,Sekyere Heman,Sekyere Hemang Chips Compound,Sekyere Hemang CHPS,Community Health Planning Services (CHPS) Compound,Government,5.197527,-1.567025,13842,Western,Western,"01",45.9
Western,Wassa East,Sekyere Krobo,Afransie,Sekyere Krobo,Sekyere Krobo Community Clinic,Asuogya Krobo CHPS,Community Health Planning Services (CHPS) Compound,Government,5.246613,-1.610132,13842,Western,Western,"01",45.9
Western,Effia-Kwesimintsim,Kwesimintim,,Anaji Estate,Senab Foundation,,,,4.938495,-1.778559,13842,Western,Western,"01",45.9
Western,Tarkwa Nsuaem,Tarkwa,,Tarkwa,Senior Clubhouse,,,,5.314502,-1.995985,13842,Western,Western,"01",45.9
Western,Tarkwa Nsuaem,Nsuta (Western),,Senyakrom,Senyakrom  Chips  Compound,,,,5.27513,-1.999099,13842,Western,Western,"01",45.9
Western,Wassa Amenfi West,Anakum,,Anwean,Shalla Gifty Kangah,,,,5.418673,-2.376732,13842,Western,Western,"01",45.9
Western,Shama,Shama,Shama,Shama,Shama Bentsir Chps Compound,Shama Health Centre,Health Centre,Government,5.01031,-1.628839,13842,Western,Western,"01",45.9
Western,Shama,Shama,Shama,Shama,Shama Health Centre,Shama Health Centre,Health Centre,Government,5.011872,-1.634856,13842,Western,Western,"01",45.9
Western,Effia-Kwesimintsim,Kwesimintim,,Anaji Estate,Sharpers Bar,,,,4.931216,-1.783655,13842,Western,Western,"01",45.9
Western,Wassa Amenfi West,Asankran-Saa,Asankrangwa,Sika Nti No. 1,Sika Nti Chps Compound,Sika Nti CHPS,Community Health Planning Services (CHPS) Compound,Government,5.740302,-2.430567,13842,Western,Western,"01",45.9
Western,Jomoro,Tikobo No1,Tikobo No1,Ndumsuazo Nawule Junction,Siloam Gospel Clinic,Siloam Gospel (jomoro) Clinic,Clinic,Christian Health Association of Ghana (CHAG),5.033253,-2.718053,13842,Western,Western,"01",45.9
Western,Wassa Amenfi East,Saa,,Hintado,Simon Ayambila,,,,5.919545,-1.973938,13842,Western,Western,"01",45.9
Western,Tarkwa Nsuaem,Simpa,,Simpa,Simpa Health Centre,,,,5.113879,-2.108436,13842,Western,Western,"01",45.9
Western,Wassa Amenfi West,Asankran Breman,Akropong (WAE),Asankran Breman,Sister Agness Memorial Hospital,Bethany Memorial Clinic,Clinic,Private,5.842374,-2.445702,13842,Western,Western,"01",45.9
